Transaction ID,Total Spent,Location,Transaction Date,Province,Item,Location_missing_flag,Province_missing_flag
TXN_2337080,9.0,Takeaway,2023-04-30,British Columbia,Tea,0,0
TXN_1328508,10.0,Takeaway,2023-06-07,Saskatchewan,Refresher,0,0
TXN_1521730,3.5,In-store,2023-05-29,Manitoba,Coffee,1,0
TXN_8429100,7.0,In-store,2023-10-03,Saskatchewan,Coffee,1,0
TXN_3822924,20.0,Takeaway,2023-06-21,Manitoba,Refresher,0,0
TXN_4525134,3.0,In-store,2023-12-27,Saskatchewan,Tea,0,0
TXN_5266581,10.5,In-store,2023-02-07,British Columbia,Coffee,0,0
TXN_1266322,8.0,In-store,2023-06-06,British Columbia,Sandwich,0,0
TXN_5585713,2.5,In-store,2023-11-07,Newfoundland and Labrador,Cookie,0,0
TXN_1235725,7.5,In-store,2023-01-28,Saskatchewan,Cookie,1,0
TXN_5565590,18.0,In-store,2023-03-17,Newfoundland and Labrador,Salad,0,0
TXN_8648280,2.0,Takeaway,2023-12-08,Manitoba,Donut,0,1
TXN_1669888,18.0,Takeaway,2023-12-27,Manitoba,Salad,0,0
TXN_6454964,6.0,In-store,2023-03-28,Manitoba,Donut,0,0
TXN_3217425,5.0,In-store,2023-08-02,British Columbia,Cookie,0,0
TXN_6209614,2.5,In-store,2023-03-02,Saskatchewan,Cookie,0,0
TXN_3521214,6.0,Takeaway,2023-04-03,Newfoundland and Labrador,Tea,1,0
TXN_4865917,14.0,In-store,2023-12-21,Newfoundland and Labrador,Coffee,0,0
TXN_3937783,6.0,In-store,2023-10-18,Manitoba,Tea,0,0
TXN_1617672,4.0,Takeaway,2023-12-06,Manitoba,Donut,0,0
TXN_3989144,10.5,In-store,2023-02-18,Newfoundland and Labrador,Coffee,0,0
TXN_7060647,3.5,In-store,2023-12-19,Newfoundland and Labrador,Coffee,0,0
TXN_4413514,7.0,In-store,2023-12-07,Newfoundland and Labrador,Coffee,0,0
TXN_9360906,3.5,Takeaway,2023-07-11,Saskatchewan,Coffee,0,0
TXN_3206108,8.0,In-store,2023-12-29,Newfoundland and Labrador,Sandwich,0,0
TXN_2882302,3.0,In-store,2023-08-21,British Columbia,Tea,0,0
TXN_5810733,10.5,In-store,2023-02-06,Saskatchewan,Coffee,0,0
TXN_1838202,8.0,Takeaway,2023-01-17,British Columbia,Sandwich,0,0
TXN_8218667,4.5,Takeaway,2023-07-11,Saskatchewan,Juice,0,0
TXN_7782243,3.5,In-store,2023-01-19,Saskatchewan,Coffee,0,0
TXN_3413198,3.5,Takeaway,2023-04-19,British Columbia,Coffee,0,0
TXN_4371614,10.0,In-store,2023-08-28,Saskatchewan,Refresher,0,0
TXN_4374808,9.0,Takeaway,2023-09-07,British Columbia,Tea,0,0
TXN_8075086,5.0,In-store,2023-06-02,British Columbia,Refresher,0,0
TXN_6598241,3.0,In-store,2023-08-03,British Columbia,Tea,0,0
TXN_4701654,7.0,In-store,2023-12-06,Manitoba,Coffee,0,0
TXN_2653885,7.0,Takeaway,2023-11-20,British Columbia,Coffee,0,0
TXN_1828415,7.0,In-store,2023-11-28,British Columbia,Coffee,0,0
TXN_6173727,4.5,Takeaway,2023-05-23,British Columbia,Juice,0,0
TXN_8462943,15.0,In-store,2023-09-15,British Columbia,Refresher,0,0
TXN_7957455,10.0,In-store,2023-11-03,British Columbia,Refresher,0,0
TXN_8153364,18.0,In-store,2023-12-16,Saskatchewan,Salad,0,0
TXN_6753721,9.0,In-store,2023-03-22,Saskatchewan,Salad,1,0
TXN_9152279,8.0,In-store,2023-09-25,Newfoundland and Labrador,Sandwich,1,0
TXN_9794488,7.5,In-store,2023-11-17,British Columbia,Cookie,0,0
TXN_5325354,3.5,Takeaway,2023-12-23,Newfoundland and Labrador,Coffee,0,0
TXN_6708614,3.0,In-store,2023-02-18,Manitoba,Tea,0,0
TXN_4837976,16.0,In-store,2023-04-17,Manitoba,Sandwich,0,0
TXN_9660525,9.0,In-store,2023-04-09,British Columbia,Juice,0,0
TXN_5508192,16.0,Takeaway,2023-03-14,British Columbia,Sandwich,0,0
TXN_9189539,18.0,Takeaway,2023-05-02,Manitoba,Salad,1,0
TXN_5948313,6.0,Takeaway,2023-01-23,British Columbia,Tea,0,1
TXN_3992053,16.0,Takeaway,2023-02-17,Newfoundland and Labrador,Sandwich,0,0
TXN_1623058,20.0,Takeaway,2023-11-09,Newfoundland and Labrador,Refresher,0,0
TXN_3927089,7.0,In-store,2023-06-16,Newfoundland and Labrador,Coffee,0,0
TXN_3211992,10.0,In-store,2023-06-05,Newfoundland and Labrador,Refresher,0,1
TXN_2142985,8.0,Takeaway,2023-07-15,Manitoba,Sandwich,0,0
TXN_5365513,24.0,Takeaway,2023-11-17,Newfoundland and Labrador,Sandwich,0,0
TXN_7600929,5.0,In-store,2023-07-21,Saskatchewan,Refresher,0,0
TXN_8477045,4.0,In-store,2023-06-25,British Columbia,Donut,0,0
TXN_3833358,3.0,Takeaway,2023-01-31,Saskatchewan,Tea,0,0
TXN_5924992,4.0,In-store,2023-03-16,Manitoba,Donut,0,0
TXN_8289335,3.5,Takeaway,2023-06-03,Saskatchewan,Coffee,0,0
TXN_8379389,6.0,In-store,2023-12-29,Newfoundland and Labrador,Tea,0,0
TXN_7729157,3.0,In-store,2023-08-22,Saskatchewan,Tea,0,0
TXN_5842291,4.5,In-store,2023-05-02,Newfoundland and Labrador,Juice,0,0
TXN_1762002,10.5,Takeaway,2023-06-19,Newfoundland and Labrador,Coffee,0,0
TXN_1453546,2.0,In-store,2023-10-05,British Columbia,Donut,0,0
TXN_9696325,5.0,Takeaway,2023-06-14,British Columbia,Refresher,0,0
TXN_8508599,12.5,In-store,2023-04-19,Newfoundland and Labrador,Cookie,0,0
TXN_2909116,2.0,In-store,2023-12-07,British Columbia,Donut,0,0
TXN_5655734,3.5,Takeaway,2023-12-25,Saskatchewan,Coffee,0,0
TXN_5117312,6.0,In-store,2023-05-05,Manitoba,Tea,0,0
TXN_8149239,3.5,In-store,2023-12-04,Saskatchewan,Coffee,0,0
TXN_6738728,2.5,In-store,2023-10-02,British Columbia,Cookie,0,0
TXN_9362971,10.5,In-store,2023-12-07,British Columbia,Coffee,1,0
TXN_7824816,8.0,Takeaway,2023-01-05,British Columbia,Sandwich,0,0
TXN_2916043,6.0,In-store,2023-12-20,Manitoba,Tea,0,0
TXN_9438317,16.0,Takeaway,2023-06-22,British Columbia,Sandwich,0,0
TXN_8387496,32.0,Takeaway,2023-09-03,Newfoundland and Labrador,Sandwich,0,0
TXN_9731494,12.5,Takeaway,2023-01-20,British Columbia,Cookie,0,0
TXN_5871951,7.0,In-store,2023-04-18,Saskatchewan,Coffee,0,0
TXN_5125773,6.0,In-store,2023-12-18,Newfoundland and Labrador,Tea,0,0
TXN_1765381,10.5,Takeaway,2023-04-12,Saskatchewan,Coffee,0,0
TXN_7472248,3.5,In-store,2023-08-04,British Columbia,Coffee,0,0
TXN_5609309,2.5,In-store,2023-08-30,Newfoundland and Labrador,Cookie,0,0
TXN_6066756,12.0,In-store,2023-08-07,British Columbia,Tea,0,0
TXN_6066756,7.0,Takeaway,2023-06-12,British Columbia,Coffee,0,0
TXN_4448697,9.0,Takeaway,2023-11-25,Manitoba,Salad,0,0
TXN_1548638,6.0,In-store,2023-10-25,British Columbia,Donut,0,0
TXN_6104509,7.0,Takeaway,2023-10-04,Saskatchewan,Coffee,0,0
TXN_9865535,3.5,In-store,2023-07-13,Saskatchewan,Coffee,0,0
TXN_3486711,3.5,Takeaway,2023-02-04,Manitoba,Coffee,0,0
TXN_1074706,3.0,In-store,2023-11-23,British Columbia,Tea,0,0
TXN_1632704,32.0,In-store,2023-03-08,Manitoba,Sandwich,0,0
TXN_3919760,32.0,Takeaway,2023-01-25,British Columbia,Sandwich,0,0
TXN_9305217,3.5,In-store,2023-02-06,British Columbia,Coffee,0,0
TXN_1267878,7.5,In-store,2023-07-13,Manitoba,Cookie,0,0
TXN_4593720,6.0,In-store,2023-01-23,Saskatchewan,Tea,0,0
TXN_9356261,4.0,Takeaway,2023-03-13,Saskatchewan,Donut,0,0
TXN_3366420,4.5,In-store,2023-07-07,British Columbia,Juice,0,0
TXN_4013523,6.0,Takeaway,2023-10-17,Newfoundland and Labrador,Tea,0,0
TXN_8801408,3.5,In-store,2023-03-24,British Columbia,Coffee,0,0
TXN_7565070,9.0,In-store,2023-01-16,Saskatchewan,Salad,0,0
TXN_8072656,3.5,Takeaway,2023-05-25,British Columbia,Coffee,0,0
TXN_9158425,3.0,Takeaway,2023-08-22,Saskatchewan,Tea,0,0
TXN_4156666,40.0,In-store,2023-12-24,Manitoba,Sandwich,0,0
TXN_7681583,32.0,In-store,2023-01-13,Saskatchewan,Sandwich,0,0
TXN_9369332,27.0,Takeaway,2023-10-17,British Columbia,Salad,0,0
TXN_1952074,3.5,In-store,2023-08-09,Manitoba,Coffee,0,0
TXN_1668266,6.0,Takeaway,2023-10-22,Newfoundland and Labrador,Tea,0,0
TXN_8462709,7.0,In-store,2023-08-21,Newfoundland and Labrador,Coffee,0,0
TXN_5522449,2.0,In-store,2023-09-26,British Columbia,Donut,0,0
TXN_2875967,3.5,In-store,2023-02-22,Manitoba,Coffee,0,0
TXN_5043115,16.0,In-store,2023-10-08,British Columbia,Sandwich,0,0
TXN_2817173,3.5,In-store,2023-02-01,British Columbia,Coffee,0,0
TXN_2817173,10.5,Takeaway,2023-02-23,British Columbia,Coffee,0,0
TXN_5390313,4.0,In-store,2023-06-09,British Columbia,Donut,0,0
TXN_5643868,5.0,Takeaway,2023-06-27,Newfoundland and Labrador,Refresher,0,0
TXN_4845035,9.0,Takeaway,2023-09-17,Manitoba,Juice,0,0
TXN_8368480,5.0,Takeaway,2023-09-21,Newfoundland and Labrador,Refresher,0,0
TXN_5024745,3.0,Takeaway,2023-04-29,Newfoundland and Labrador,Tea,1,0
TXN_5529546,3.5,In-store,2023-10-17,Saskatchewan,Coffee,1,0
TXN_9134106,10.5,In-store,2023-12-20,Manitoba,Coffee,0,0
TXN_7881016,8.0,Takeaway,2023-12-27,Newfoundland and Labrador,Sandwich,0,0
TXN_3779087,7.0,Takeaway,2023-03-20,Saskatchewan,Coffee,0,0
TXN_9670323,3.0,In-store,2023-08-29,Manitoba,Tea,0,0
TXN_8258863,3.5,Takeaway,2023-08-02,Newfoundland and Labrador,Coffee,0,0
TXN_3947111,2.0,In-store,2023-09-21,British Columbia,Donut,0,0
TXN_6528099,7.0,In-store,2023-11-16,Saskatchewan,Coffee,0,0
TXN_2143025,7.0,In-store,2023-04-17,British Columbia,Coffee,0,0
TXN_9792194,6.0,In-store,2023-11-03,Newfoundland and Labrador,Tea,0,0
TXN_3204069,2.0,In-store,2023-06-26,Newfoundland and Labrador,Donut,1,0
TXN_7030977,9.0,Takeaway,2023-06-24,Saskatchewan,Juice,0,0
TXN_3295922,3.5,Takeaway,2023-08-23,Newfoundland and Labrador,Coffee,0,0
TXN_8885262,9.0,In-store,2023-10-25,Manitoba,Salad,0,0
TXN_9982627,3.5,In-store,2023-10-31,Newfoundland and Labrador,Coffee,0,0
TXN_7955725,9.0,In-store,2023-02-10,Manitoba,Tea,0,0
TXN_4600139,16.0,In-store,2023-05-26,Newfoundland and Labrador,Sandwich,0,0
TXN_6636999,5.0,In-store,2023-08-15,Saskatchewan,Refresher,1,0
TXN_8717629,4.0,In-store,2023-01-13,Manitoba,Donut,0,0
TXN_6375763,7.0,In-store,2023-01-16,British Columbia,Coffee,0,0
TXN_3603881,8.0,In-store,2023-06-15,British Columbia,Sandwich,0,0
TXN_5024562,3.0,Takeaway,2023-04-10,Newfoundland and Labrador,Tea,0,0
TXN_2191577,16.0,In-store,2023-06-22,Manitoba,Sandwich,0,0
TXN_1702162,7.0,In-store,2023-10-19,Manitoba,Coffee,0,0
TXN_1725819,2.0,Takeaway,2023-05-29,Manitoba,Donut,0,0
TXN_3422262,7.0,Takeaway,2023-11-06,British Columbia,Coffee,0,0
TXN_2986326,16.0,Takeaway,2023-12-22,Manitoba,Sandwich,0,0
TXN_3255807,7.5,In-store,2023-08-23,Manitoba,Cookie,0,0
TXN_3294493,3.5,Takeaway,2023-02-23,Newfoundland and Labrador,Coffee,0,0
TXN_4563099,9.0,Takeaway,2023-02-13,Saskatchewan,Salad,0,0
TXN_2506811,6.0,In-store,2023-09-15,Saskatchewan,Tea,0,0
TXN_1231973,3.5,In-store,2023-06-12,British Columbia,Coffee,0,0
TXN_7061863,24.0,Takeaway,2023-04-21,Newfoundland and Labrador,Sandwich,0,0
TXN_3723570,6.0,Takeaway,2023-09-25,British Columbia,Tea,0,0
TXN_7595319,18.0,In-store,2023-01-24,Manitoba,Salad,0,0
TXN_5812002,3.5,In-store,2023-08-16,British Columbia,Coffee,0,0
TXN_2063244,7.0,In-store,2023-12-12,Manitoba,Coffee,1,0
TXN_1268865,10.0,In-store,2023-12-06,British Columbia,Refresher,0,0
TXN_7437539,5.0,In-store,2023-04-14,Saskatchewan,Refresher,0,0
TXN_2515444,3.5,Takeaway,2023-10-10,Newfoundland and Labrador,Coffee,0,0
TXN_8772597,9.0,In-store,2023-08-10,Saskatchewan,Salad,0,0
TXN_1110286,7.0,In-store,2023-02-02,Manitoba,Coffee,0,0
TXN_6197142,9.0,Takeaway,2023-07-27,Saskatchewan,Salad,0,0
TXN_5988846,45.0,In-store,2023-11-03,Newfoundland and Labrador,Salad,0,0
TXN_8995234,10.5,In-store,2023-02-14,British Columbia,Coffee,0,0
TXN_4333456,9.0,In-store,2023-06-06,British Columbia,Tea,0,0
TXN_6166801,7.0,Takeaway,2023-07-24,British Columbia,Coffee,0,0
TXN_5332505,10.5,Takeaway,2023-01-17,Manitoba,Coffee,0,0
TXN_1643627,3.5,Takeaway,2023-07-18,Saskatchewan,Coffee,0,0
TXN_4472471,9.0,In-store,2023-06-30,Saskatchewan,Juice,0,0
TXN_9796345,3.0,In-store,2023-03-09,Newfoundland and Labrador,Tea,0,1
TXN_6832742,3.0,In-store,2023-11-17,Saskatchewan,Tea,0,0
TXN_8208241,2.5,Takeaway,2023-02-21,Saskatchewan,Cookie,0,0
TXN_6541406,16.0,In-store,2023-07-07,Saskatchewan,Sandwich,0,0
TXN_2646655,2.0,Takeaway,2023-06-08,British Columbia,Donut,0,0
TXN_5191316,7.0,In-store,2023-08-30,British Columbia,Coffee,0,0
TXN_8152897,8.0,In-store,2023-01-05,British Columbia,Donut,0,0
TXN_7193450,3.5,In-store,2023-12-27,British Columbia,Coffee,0,1
TXN_5468479,5.0,In-store,2023-02-23,Newfoundland and Labrador,Cookie,0,0
TXN_2922599,9.0,Takeaway,2023-08-14,British Columbia,Tea,0,0
TXN_6337939,8.0,In-store,2023-02-15,British Columbia,Sandwich,0,0
TXN_2964154,6.0,In-store,2023-01-06,Manitoba,Donut,0,0
TXN_5744086,3.0,In-store,2023-08-23,British Columbia,Tea,0,0
TXN_6112554,3.5,In-store,2023-11-29,British Columbia,Coffee,0,0
TXN_4329268,45.0,Takeaway,2023-12-17,British Columbia,Salad,0,0
TXN_1151773,14.0,In-store,2023-03-11,Manitoba,Coffee,0,0
TXN_6340908,7.0,Takeaway,2023-02-17,British Columbia,Coffee,0,0
TXN_6158310,2.0,In-store,2023-11-28,Saskatchewan,Donut,0,0
TXN_3331305,5.0,Takeaway,2023-11-07,Newfoundland and Labrador,Cookie,0,0
TXN_1763687,2.0,In-store,2023-06-03,British Columbia,Donut,0,0
TXN_8352395,32.0,In-store,2023-02-28,British Columbia,Sandwich,0,0
TXN_7724299,24.0,Takeaway,2023-09-04,British Columbia,Sandwich,0,0
TXN_1098394,7.0,In-store,2023-12-28,Manitoba,Coffee,0,0
TXN_8250221,2.0,In-store,2023-12-18,Saskatchewan,Donut,1,0
TXN_7340714,18.0,In-store,2023-04-04,Manitoba,Salad,0,0
TXN_1773901,5.0,Takeaway,2023-02-13,British Columbia,Refresher,0,0
TXN_5751754,3.5,In-store,2023-06-05,Saskatchewan,Coffee,0,0
TXN_4603041,5.0,In-store,2023-06-20,Newfoundland and Labrador,Cookie,0,0
TXN_4623943,4.0,In-store,2023-06-19,British Columbia,Donut,0,0
TXN_5411584,10.5,In-store,2023-06-04,British Columbia,Coffee,0,0
TXN_2638405,7.5,Takeaway,2023-06-09,Manitoba,Cookie,0,0
TXN_3066158,3.5,In-store,2023-11-23,British Columbia,Coffee,0,0
TXN_1302260,6.0,In-store,2023-04-27,Manitoba,Tea,0,0
TXN_7294226,7.0,In-store,2023-04-26,Newfoundland and Labrador,Coffee,1,0
TXN_4123191,2.0,Takeaway,2023-06-30,British Columbia,Donut,0,0
TXN_1434120,6.0,In-store,2023-09-14,Newfoundland and Labrador,Donut,0,0
TXN_8349181,4.0,Takeaway,2023-07-12,Saskatchewan,Donut,0,0
TXN_9185979,8.0,Takeaway,2023-12-20,British Columbia,Donut,0,0
TXN_6398791,6.0,In-store,2023-08-09,Manitoba,Tea,0,0
TXN_4541368,8.0,In-store,2023-09-13,Saskatchewan,Sandwich,0,0
TXN_2281853,9.0,In-store,2023-05-29,British Columbia,Salad,0,0
TXN_1676955,3.5,Takeaway,2023-04-19,British Columbia,Coffee,0,0
TXN_4906103,2.0,Takeaway,2023-04-26,Manitoba,Donut,0,0
TXN_8843956,8.0,Takeaway,2023-02-10,Saskatchewan,Sandwich,0,0
TXN_2266981,2.0,In-store,2023-11-20,Manitoba,Donut,1,0
TXN_4856745,10.0,Takeaway,2023-07-14,British Columbia,Donut,0,0
TXN_8773000,8.0,In-store,2023-01-24,Newfoundland and Labrador,Sandwich,0,0
TXN_8905038,7.0,Takeaway,2023-01-04,Saskatchewan,Coffee,0,0
TXN_8964221,2.0,In-store,2023-06-30,Saskatchewan,Donut,0,0
TXN_3202894,3.5,In-store,2023-11-14,Manitoba,Coffee,0,0
TXN_8145945,2.0,In-store,2023-09-06,Newfoundland and Labrador,Donut,0,0
TXN_9250926,16.0,In-store,2023-11-22,British Columbia,Sandwich,0,0
TXN_5789408,7.0,In-store,2023-04-13,Manitoba,Coffee,0,0
TXN_5625250,10.0,In-store,2023-11-13,Newfoundland and Labrador,Refresher,0,0
TXN_8211418,7.5,In-store,2023-06-28,Saskatchewan,Cookie,0,0
TXN_8695795,9.0,In-store,2023-11-28,Saskatchewan,Tea,0,0
TXN_1621387,10.5,Takeaway,2023-01-30,Newfoundland and Labrador,Coffee,0,0
TXN_5588243,2.0,In-store,2023-01-25,Newfoundland and Labrador,Donut,0,0
TXN_5539659,20.0,In-store,2023-07-25,British Columbia,Refresher,0,0
TXN_4479929,8.0,In-store,2023-02-08,British Columbia,Donut,0,0
TXN_7412732,16.0,In-store,2023-05-29,Saskatchewan,Sandwich,1,0
TXN_3453509,6.0,In-store,2023-09-29,Newfoundland and Labrador,Tea,0,0
TXN_9278995,3.0,In-store,2023-02-01,Manitoba,Tea,0,0
TXN_2749374,7.5,In-store,2023-05-19,Saskatchewan,Cookie,0,0
TXN_2658203,4.0,In-store,2023-08-02,British Columbia,Donut,0,0
TXN_2846049,7.0,In-store,2023-04-21,Saskatchewan,Coffee,0,0
TXN_6690759,3.0,In-store,2023-12-23,Manitoba,Tea,0,0
TXN_3134203,9.0,In-store,2023-11-17,Saskatchewan,Salad,0,0
TXN_3134203,16.0,In-store,2023-02-20,Newfoundland and Labrador,Sandwich,0,0
TXN_7436856,3.0,Takeaway,2023-03-29,Manitoba,Tea,0,0
TXN_7358845,9.0,In-store,2023-09-28,British Columbia,Juice,0,0
TXN_2437241,10.5,In-store,2023-11-09,Saskatchewan,Coffee,0,0
TXN_3834319,3.5,In-store,2023-09-08,British Columbia,Coffee,0,0
TXN_1164754,3.5,In-store,2023-03-14,Newfoundland and Labrador,Coffee,0,0
TXN_8735959,10.5,In-store,2023-09-19,Manitoba,Coffee,0,0
TXN_9999159,3.5,Takeaway,2023-07-11,Saskatchewan,Coffee,0,0
TXN_8447948,8.0,In-store,2023-09-28,Newfoundland and Labrador,Sandwich,0,0
TXN_7842068,4.0,In-store,2023-12-18,Manitoba,Donut,0,0
TXN_5104530,24.0,In-store,2023-09-04,Newfoundland and Labrador,Sandwich,1,0
TXN_2175973,27.0,In-store,2023-06-17,British Columbia,Salad,0,0
TXN_1434213,9.0,In-store,2023-07-12,Saskatchewan,Juice,1,0
TXN_2387698,7.0,In-store,2023-05-31,British Columbia,Coffee,0,0
TXN_8326870,6.0,In-store,2023-11-24,British Columbia,Donut,0,0
TXN_6010063,16.0,In-store,2023-03-24,Saskatchewan,Sandwich,0,0
TXN_2102893,10.0,In-store,2023-11-24,British Columbia,Refresher,0,0
TXN_4389143,7.0,In-store,2023-04-23,British Columbia,Coffee,0,0
TXN_8116913,3.5,Takeaway,2023-02-22,British Columbia,Coffee,0,0
TXN_6360335,16.0,In-store,2023-10-10,Saskatchewan,Sandwich,0,0
TXN_9664496,2.5,Takeaway,2023-04-07,British Columbia,Cookie,0,0
TXN_9710553,3.5,In-store,2023-11-30,Manitoba,Coffee,1,0
TXN_8100367,10.0,Takeaway,2023-02-28,Saskatchewan,Donut,0,0
TXN_7811880,3.5,In-store,2023-01-19,Manitoba,Coffee,0,0
TXN_8804942,5.0,In-store,2023-02-16,British Columbia,Refresher,0,0
TXN_9862033,3.5,In-store,2023-10-16,Saskatchewan,Coffee,1,0
TXN_1519015,7.0,Takeaway,2023-08-03,Saskatchewan,Coffee,0,0
TXN_9368866,14.0,In-store,2023-07-21,Manitoba,Coffee,0,0
TXN_3772164,9.0,In-store,2023-01-06,Saskatchewan,Tea,1,0
TXN_6782337,10.5,In-store,2023-11-14,British Columbia,Coffee,0,0
TXN_1659096,7.5,In-store,2023-03-23,Saskatchewan,Cookie,0,0
TXN_4180534,20.0,In-store,2023-08-07,British Columbia,Refresher,0,0
TXN_4736480,16.0,In-store,2023-05-04,British Columbia,Sandwich,1,0
TXN_3099330,3.5,Takeaway,2023-10-22,Newfoundland and Labrador,Coffee,0,0
TXN_2211747,2.0,In-store,2023-08-18,Manitoba,Donut,0,0
TXN_3449843,7.0,In-store,2023-02-10,Newfoundland and Labrador,Coffee,0,0
TXN_8811931,3.5,Takeaway,2023-04-18,Newfoundland and Labrador,Coffee,0,0
TXN_3923807,16.0,In-store,2023-10-17,Newfoundland and Labrador,Sandwich,0,0
TXN_2804452,3.5,In-store,2023-12-18,British Columbia,Coffee,0,0
TXN_1993350,5.0,Takeaway,2023-08-21,Saskatchewan,Refresher,0,0
TXN_9103195,8.0,In-store,2023-02-28,Manitoba,Sandwich,0,0
TXN_4044383,7.5,In-store,2023-03-06,Manitoba,Cookie,0,0
TXN_3543496,9.0,Takeaway,2023-02-17,British Columbia,Juice,0,0
TXN_6936912,25.0,Takeaway,2023-09-05,British Columbia,Refresher,0,0
TXN_5742153,24.0,In-store,2023-10-11,Saskatchewan,Sandwich,0,0
TXN_5829712,6.0,Takeaway,2023-11-01,Newfoundland and Labrador,Tea,0,0
TXN_5929887,3.0,In-store,2023-05-25,Manitoba,Tea,0,0
TXN_2833963,5.0,In-store,2023-10-10,British Columbia,Cookie,0,0
TXN_2938153,4.0,Takeaway,2023-09-01,Newfoundland and Labrador,Donut,0,0
TXN_3597002,10.0,In-store,2023-03-14,Manitoba,Refresher,1,0
TXN_8539544,3.5,In-store,2023-09-05,Newfoundland and Labrador,Coffee,0,0
TXN_3406526,6.0,In-store,2023-06-19,Newfoundland and Labrador,Tea,0,0
TXN_2360400,3.5,Takeaway,2023-02-16,Manitoba,Coffee,0,0
TXN_9116415,18.0,In-store,2023-08-13,Saskatchewan,Juice,0,0
TXN_2707641,7.0,In-store,2023-03-10,Saskatchewan,Coffee,0,0
TXN_7909494,2.0,In-store,2023-10-17,Saskatchewan,Donut,1,0
TXN_7592718,3.0,In-store,2023-03-02,British Columbia,Tea,0,0
TXN_3077956,7.0,In-store,2023-11-14,Saskatchewan,Coffee,0,0
TXN_5243562,6.0,In-store,2023-11-27,British Columbia,Tea,0,0
TXN_4911287,6.0,In-store,2023-11-15,Saskatchewan,Tea,0,0
TXN_6611561,7.0,In-store,2023-06-23,Saskatchewan,Coffee,0,0
TXN_3004802,4.0,In-store,2023-04-17,British Columbia,Donut,0,0
TXN_7365314,5.0,In-store,2023-02-06,Newfoundland and Labrador,Refresher,1,0
TXN_2436768,20.0,Takeaway,2023-09-15,Manitoba,Refresher,0,0
TXN_5842305,4.0,Takeaway,2023-12-29,Manitoba,Donut,0,0
TXN_5971000,8.0,In-store,2023-08-18,British Columbia,Sandwich,1,0
TXN_5759524,3.0,Takeaway,2023-04-24,Manitoba,Tea,0,0
TXN_5021709,5.0,In-store,2023-07-05,British Columbia,Refresher,1,0
TXN_3164331,3.5,Takeaway,2023-05-15,British Columbia,Coffee,0,0
TXN_6692035,6.0,In-store,2023-11-06,British Columbia,Tea,0,0
TXN_7357780,3.5,In-store,2023-07-26,British Columbia,Coffee,1,0
TXN_3653131,9.0,Takeaway,2023-01-03,Manitoba,Tea,0,0
TXN_9149003,7.0,In-store,2023-08-30,Manitoba,Coffee,0,0
TXN_2509687,2.5,In-store,2023-04-12,Saskatchewan,Cookie,0,0
TXN_5657668,2.0,Takeaway,2023-12-14,Manitoba,Donut,0,0
TXN_2695678,16.0,In-store,2023-03-24,Newfoundland and Labrador,Sandwich,0,0
TXN_5885980,3.0,Takeaway,2023-03-10,British Columbia,Tea,0,0
TXN_5245274,9.0,Takeaway,2023-05-20,Saskatchewan,Salad,0,0
TXN_9619622,3.5,Takeaway,2023-11-08,Newfoundland and Labrador,Coffee,0,0
TXN_6227795,2.0,In-store,2023-06-02,British Columbia,Donut,1,0
TXN_5400374,8.0,In-store,2023-11-15,Manitoba,Sandwich,0,0
TXN_9572061,9.0,In-store,2023-06-26,British Columbia,Tea,0,0
TXN_9641724,2.0,In-store,2023-10-22,British Columbia,Donut,0,0
TXN_4378427,4.0,In-store,2023-01-06,Newfoundland and Labrador,Donut,0,0
TXN_2276254,9.0,In-store,2023-11-09,Saskatchewan,Salad,1,0
TXN_8052281,3.5,In-store,2023-10-12,British Columbia,Coffee,0,1
TXN_4551542,9.0,Takeaway,2023-03-28,Newfoundland and Labrador,Tea,0,0
TXN_5930669,3.5,In-store,2023-02-15,Saskatchewan,Coffee,0,0
TXN_3116126,3.5,In-store,2023-04-22,British Columbia,Coffee,0,0
TXN_7157587,7.0,Takeaway,2023-09-04,Manitoba,Coffee,1,0
TXN_3042140,5.0,In-store,2023-04-04,Saskatchewan,Refresher,1,0
TXN_7238122,7.0,In-store,2023-10-16,British Columbia,Coffee,0,0
TXN_4624916,5.0,In-store,2023-05-06,Saskatchewan,Refresher,0,0
TXN_6949622,3.5,Takeaway,2023-05-02,British Columbia,Coffee,0,0
TXN_2491869,5.0,Takeaway,2023-04-25,British Columbia,Refresher,0,0
TXN_6843488,10.0,In-store,2023-07-20,British Columbia,Cookie,0,0
TXN_7933137,7.0,Takeaway,2023-01-11,Newfoundland and Labrador,Coffee,0,0
TXN_1117680,16.0,In-store,2023-09-04,Newfoundland and Labrador,Sandwich,0,0
TXN_5161330,6.0,Takeaway,2023-05-07,Saskatchewan,Tea,0,0
TXN_5657417,6.0,Takeaway,2023-06-01,Saskatchewan,Donut,0,0
TXN_7848320,4.0,In-store,2023-05-17,British Columbia,Donut,0,0
TXN_7686048,9.0,In-store,2023-01-19,Saskatchewan,Tea,0,0
TXN_5013548,16.0,In-store,2023-12-20,British Columbia,Sandwich,1,0
TXN_2531099,2.5,In-store,2023-04-03,Saskatchewan,Cookie,0,0
TXN_3055867,9.0,In-store,2023-07-24,Newfoundland and Labrador,Tea,0,0
TXN_6895766,13.5,In-store,2023-09-02,British Columbia,Juice,0,0
TXN_1297625,5.0,In-store,2023-10-22,Saskatchewan,Refresher,0,0
